08:E3:59:3C;301;2015-08-18T18:04:03.024653
08:E3:59:3C;301;2015-08-18T18:04:03.781070
08:E3:59:3C;301;2015-08-18T18:04:04.537582
08:E3:59:3C;301;2015-08-18T18:04:05.294087
08:E3:59:3C;301;2015-08-18T18:04:06.050845
08:E3:59:3C;301;2015-08-18T18:04:06.806822
08:E3:59:3C;301;2015-08-18T18:04:07.564206
08:E3:59:3C;301;2015-08-18T18:04:08.320705
08:E3:59:3C;301;2015-08-18T18:04:09.076644
08:E3:59:3C;301;2015-08-18T18:04:09.833092
08:E3:59:3C;301;2015-08-18T18:04:10.589459
08:E3:59:3C;301;2015-08-18T18:04:11.345994
08:E3:59:3C;301;2015-08-18T18:04:12.102394
08:E3:59:3C;301;2015-08-18T18:04:12.858779
08:E3:59:3C;301;2015-08-18T18:04:13.622182
08:E3:59:3C;301;2015-08-18T18:04:19.427691
08:E3:59:3C;301;2015-08-18T18:04:20.185187
08:E3:59:3C;301;2015-08-18T18:04:20.942922
08:E3:59:3C;301;2015-08-18T18:04:21.698830
08:E3:59:3C;301;2015-08-18T18:04:22.455311
08:E3:59:3C;301;2015-08-18T18:04:23.212973
08:E3:59:3C;301;2015-08-18T18:04:23.968977
08:E3:59:3C;301;2015-08-18T18:04:24.725493
08:E3:59:3C;301;2015-08-18T18:04:25.487411
08:E3:59:3C;301;2015-08-18T18:04:26.244271
08:E3:59:3C;301;2015-08-18T18:04:27.000746
08:E3:59:3C;301;2015-08-18T18:04:27.757100
08:E3:59:3C;301;2015-08-18T18:04:28.513704
08:E3:59:3C;301;2015-08-18T18:04:29.270207
08:E3:59:3C;301;2015-08-18T18:04:30.026862
08:E3:59:3C;301;2015-08-18T18:04:30.783366
08:E3:59:3C;301;2015-08-18T18:04:31.539711
08:E3:59:3C;301;2015-08-18T18:04:32.296613
08:E3:59:3C;301;2015-08-18T18:04:33.052411
08:E3:59:3C;301;2015-08-18T18:04:33.808781
08:E3:59:3C;301;2015-08-18T18:04:34.564887
