08:E3:29:8C;302;2015-08-17T17:02:33.075348
E4:F6:AF:A2;302;2015-08-17T17:02:37.155652
08:E3:29:8C;302;2015-08-17T17:02:39.199881
E4:F6:AF:A2;302;2015-08-17T17:02:40.381887
08:E3:29:8C;302;2015-08-17T17:02:41.690706
E4:F6:AF:A2;302;2015-08-17T17:02:42.912356
08:E3:29:8C;302;2015-08-17T17:02:44.182393
E4:F6:AF:A2;302;2015-08-17T17:02:45.255481
08:E3:29:8C;302;2015-08-17T17:02:55.532979
E4:F6:AF:A2;302;2015-08-17T17:02:57.800774
08:E3:29:8C;302;2015-08-17T17:02:59.387412
08:E3:29:8C;302;2015-08-17T17:03:00.151732
E4:F6:AF:A2;302;2015-08-17T17:03:01.142480
