08:E3:59:3C;301;2015-08-18T18:03:02.592999
08:E3:59:3C;301;2015-08-18T18:03:03.349157
08:E3:59:3C;301;2015-08-18T18:03:04.105079
08:E3:59:3C;301;2015-08-18T18:03:04.861025
08:E3:59:3C;301;2015-08-18T18:03:05.631801
08:E3:59:3C;301;2015-08-18T18:03:06.387714
08:E3:59:3C;301;2015-08-18T18:03:07.144318
08:E3:59:3C;301;2015-08-18T18:03:07.900120
08:E3:59:3C;301;2015-08-18T18:03:08.656021
08:E3:59:3C;301;2015-08-18T18:03:09.412577
08:E3:59:3C;301;2015-08-18T18:03:10.169267
08:E3:59:3C;301;2015-08-18T18:03:10.925118
08:E3:59:3C;301;2015-08-18T18:03:11.681583
08:E3:59:3C;301;2015-08-18T18:03:12.438262
08:E3:59:3C;301;2015-08-18T18:03:13.195511
08:E3:59:3C;301;2015-08-18T18:03:13.951403
08:E3:59:3C;301;2015-08-18T18:03:14.709244
08:E3:59:3C;301;2015-08-18T18:03:15.465910
08:E3:59:3C;301;2015-08-18T18:03:16.232207
08:E3:59:3C;301;2015-08-18T18:03:16.988694
08:E3:59:3C;301;2015-08-18T18:03:17.744646
08:E3:59:3C;301;2015-08-18T18:03:18.501135
08:E3:59:3C;301;2015-08-18T18:03:19.257589
08:E3:59:3C;301;2015-08-18T18:03:20.014885
08:E3:59:3C;301;2015-08-18T18:03:20.771382
08:E3:59:3C;301;2015-08-18T18:03:22.130856
08:E3:59:3C;301;2015-08-18T18:03:22.886848
08:E3:59:3C;301;2015-08-18T18:03:23.643486
08:E3:59:3C;301;2015-08-18T18:03:24.400024
08:E3:59:3C;301;2015-08-18T18:03:25.156597
08:E3:59:3C;301;2015-08-18T18:03:25.913029
08:E3:59:3C;301;2015-08-18T18:03:26.674109
08:E3:59:3C;301;2015-08-18T18:03:27.430177
08:E3:59:3C;301;2015-08-18T18:03:28.186176
08:E3:59:3C;301;2015-08-18T18:03:28.942559
08:E3:59:3C;301;2015-08-18T18:03:29.699079
08:E3:59:3C;301;2015-08-18T18:03:30.455520
08:E3:59:3C;301;2015-08-18T18:03:31.212036
08:E3:59:3C;301;2015-08-18T18:03:31.967957
08:E3:59:3C;301;2015-08-18T18:03:32.724441
08:E3:59:3C;301;2015-08-18T18:03:33.480952
08:E3:59:3C;301;2015-08-18T18:03:34.237420
08:E3:59:3C;301;2015-08-18T18:03:34.996669
08:E3:59:3C;301;2015-08-18T18:03:35.753389
08:E3:59:3C;301;2015-08-18T18:03:36.509672
08:E3:59:3C;301;2015-08-18T18:03:37.270727
08:E3:59:3C;301;2015-08-18T18:03:38.030473
08:E3:59:3C;301;2015-08-18T18:03:38.786918
08:E3:59:3C;301;2015-08-18T18:03:39.543165
08:E3:59:3C;301;2015-08-18T18:03:40.299874
08:E3:59:3C;301;2015-08-18T18:03:41.056332
08:E3:59:3C;301;2015-08-18T18:03:41.812446
08:E3:59:3C;301;2015-08-18T18:03:42.573110
08:E3:59:3C;301;2015-08-18T18:03:43.330209
08:E3:59:3C;301;2015-08-18T18:03:44.086642
08:E3:59:3C;301;2015-08-18T18:03:44.842465
08:E3:59:3C;301;2015-08-18T18:03:45.598776
08:E3:59:3C;301;2015-08-18T18:03:46.355255
08:E3:59:3C;301;2015-08-18T18:03:47.111634
08:E3:59:3C;301;2015-08-18T18:03:47.868282
08:E3:59:3C;301;2015-08-18T18:03:48.628396
08:E3:59:3C;301;2015-08-18T18:03:49.384376
08:E3:59:3C;301;2015-08-18T18:03:50.140769
08:E3:59:3C;301;2015-08-18T18:03:50.896554
08:E3:59:3C;301;2015-08-18T18:03:51.652499
08:E3:59:3C;301;2015-08-18T18:03:52.408353
08:E3:59:3C;301;2015-08-18T18:03:53.179939
08:E3:59:3C;301;2015-08-18T18:03:53.936651
08:E3:59:3C;301;2015-08-18T18:03:54.693045
08:E3:59:3C;301;2015-08-18T18:03:55.449416
08:E3:59:3C;301;2015-08-18T18:03:56.205969
08:E3:59:3C;301;2015-08-18T18:03:56.962309
08:E3:59:3C;301;2015-08-18T18:03:57.718803
08:E3:59:3C;301;2015-08-18T18:03:58.481457
08:E3:59:3C;301;2015-08-18T18:03:59.241117
08:E3:59:3C;301;2015-08-18T18:03:59.997112
08:E3:59:3C;301;2015-08-18T18:04:00.753567
08:E3:59:3C;301;2015-08-18T18:04:01.509976
08:E3:59:3C;301;2015-08-18T18:04:02.265990
